yyyymmdd,return,cumulative_return,mean_abs_weight,portfolio_direction,Stock_0,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19,Stock_20,Stock_21,Stock_22,Stock_23,Stock_24,Stock_25,Stock_26,Stock_27,Stock_28,Stock_29,Stock_30,Stock_31,Stock_32,Stock_33,Stock_34,Stock_35,Stock_36,Stock_37,Stock_38,Stock_39,Stock_40,Stock_41,Stock_42,Stock_43,Stock_44,Stock_45,Stock_46,Stock_47,Stock_48,Stock_49,Stock_50,Stock_51,Stock_52,Stock_53,Stock_54,Stock_55,Stock_56,Stock_57,Stock_58,Stock_59,Stock_60,Stock_61,Stock_62,Stock_63,Stock_64,Stock_65,Stock_66,Stock_67,Stock_68,Stock_69,Stock_70,Stock_71,Stock_72,Stock_73,Stock_74,Stock_75,Stock_76,Stock_77,Stock_78,Stock_79,Stock_80,Stock_81,Stock_82,Stock_83,Stock_84,Stock_85,Stock_86,Stock_87,Stock_88,Stock_89,Stock_90,Stock_91,Stock_92,Stock_93,Stock_94,Stock_95,Stock_96,Stock_97,Stock_98,Stock_99
20000104.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
20000105.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
20000106.0,0.0038216349570426916,0.0038143510618646294,0.00043991603555896668,-0.0,-4.8731082910477608e-05,-1.5470488283531588e-06,-0.00086511076995162035,1.8072016909861697e-05,6.1724338929095415e-06,1.942238435517352e-07,-8.4566693387137559e-05,0.00024665632058590509,0.00029424793949364746,0.00046450103463864241,0.00012171939710643558,0.00022136373561106552,-0.0003273406342551565,0.00013064777877139122,-0.00027490080722005579,0.00030668893569184101,6.6335233490074654e-05,0.00041805333694813274,0.00025016305702350454,3.5014554822096659e-05,0.00034207922497164029,0.0016132661430083585,0.00036735947238322741,0.0015920183561638789,4.5948033956570196e-05,-0.00014419150262258434,0.00023012671624278504,0.00043495201520067395,-3.0764842291805787e-05,-0.00057159568184699493,0.00031511162298926394,-8.8323179810542406e-05,3.438992931493738e-05,4.5308682724305787e-05,-0.0006659846518063308,0.00018289562800481891,0.00055232490088211173,0.00054421569394884719,-0.00016479708775555868,0.00018684268463457153,0.00022246122933678873,0.000468523172932335,0.00050490276487123427,-0.00059143318890503044,-0.00089045846512583629,-0.0048801450059021423,0.00046655084096588095,0.00025352377631339613,0.00034107201252334368,-0.00010167285647262909,0.00020681363874207472,1.64143229353589e-05,0.00029920945495892019,-0.00024862529181167859,0.000182808381954267,-0.00019177889266972582,2.0663206063862566e-05,-0.0018547570009737825,0.00017333603804187185,0.00054660566053413523,-4.9579320325306069e-05,0.00020751645694719144,-0.00091347264365423454,0.00016398750421013224,-2.2943626246453549e-05,0.00021472971227901884,-6.4301358437989657e-06,0.00028573877699709688,5.5837430463540627e-05,0.00023242052271424312,0.00036978862910569063,0.00047111074357000695,-9.4965036232951775e-05,0.00030859791613283108,-0.00080257932489110446,-0.00011472739270450223,-0.00094266341445214713,0.00048571606352381747,-0.00017624659168848767,-0.0013743454492367363,0.00042981147662380747,-0.00056555095250935172,-0.00049053910929974039,0.00048007297978695774,-0.00064581676605305347,0.0001416020429046159,0.00065062403522972597,3.4659779551132557e-05,-0.00049944722803483448,0.00032438827909924496,0.00057597756851798072,0.00024092992138931749,0.001060473353111626,-0.00044992643260550113,-0.00197279747370834,-0.00084704619591433755,0.0011547318029664516,0.00063871018300622163,0.00055722095348453805,0.0001416020429046159
20000107.0,0.0022322981623187029,0.0060441613484062962,0.00048437138754022348,-0.0038660028651971022,-0.0003477831453502099,-0.0004020940228518674,-0.00063961054043884481,-0.0019627860112956573,1.920059677596202e-05,6.5733585795678894e-05,-0.00058726769576094478,-0.00016555904648069632,-0.00024928102922267372,-0.0020291979383769755,7.5367402352375645e-06,3.565122903087484e-05,2.3942210995286966e-05,-0.00064827354047125227,8.7111677106688142e-05,0.00047797993943631564,3.2808107150455245e-05,-0.00023402895863136944,-0.00063305793446273052,-0.00038194465630260054,3.4564113265976909e-05,0.0026938618480768953,-0.00068779757549756201,0.00046682985894042496,5.1476913293272219e-05,-0.00026448237607846559,2.138295269635074e-05,0.0014025350490514128,0.00014283593364413364,-0.00010234363319122488,0.00013340249220376664,-0.00090789714488403853,-0.00046257383743785699,9.0930848674555289e-06,0.00026018759160496537,5.1498284652311786e-05,-0.00015623832090484483,-5.4350063740363485e-05,-0.00021806967654841293,0.00049064763060620211,-0.00040490689320843789,0.00046182298697311475,0.0003894174747184479,0.0005750914259332171,0.00066471576504615541,-0.00090982839529188311,-0.00017467708670846721,0.00011583747030727331,3.4531344350140808e-05,0.0001863037810648819,0.0001638410555950984,6.8991614993741551e-05,0.0004156077664827421,8.2589077242626701e-05,2.0385851266760857e-05,0.00020031888440112975,0.00022365980394354105,-0.0032890845901356346,0.00033959914054194234,-0.00029181595564260591,-0.0011728328620533514,-6.9337231033758629e-05,0.00023279886779055246,-9.5396996865502464e-05,0.0002231510106751997,-0.00040980714190979098,-0.00056620084867507726,-0.00044328739105260729,1.4402710092845305e-05,-0.00093093187982087433,0.0018878372975071305,0.00026153014983803027,-0.00070279657233306234,0.0013783016010931956,-0.00031597977115360054,-5.5147861254055058e-05,-0.0010802960794621527,0.0018245053322887964,0.00043693961727064504,0.0001755889679924285,-8.7647668087991589e-06,-0.00078379908581561813,-2.3131157592747689e-05,0.0014729599464631468,4.9004079695019966e-05,0.00017097981812714159,0.00021332982888555625,-0.0010506335909157343,0.0012191103787766535,0.00014696311232279447,0.00018988029101739881,0.00011923961292707006,0.00027699024160736071,-0.00039890512995128109,0.0015802210415326993,0.00052226021573785844,0.00069413746622072853,0.0001283972147243288,0.00028443841540451225,0.00017097981812714159
20000110.0,0.0043452557732520502,0.010380003756924362,0.00050101262339359717,0.0039540157072523712,0.00041738357789995333,2.7085910685645854e-05,0.00053881252343018489,-0.00025815313663210727,0.00014325305124886995,8.5563509920247486e-05,0.00042484664292867351,0.00037083397153059208,0.00043387641722047559,0.00016998088877875542,0.00036868089807315401,0.00015875338550938061,0.0011412825554597233,-0.00022054285942874432,0.00039529470210649173,-0.00018584849719573642,0.00011378287994142532,-0.0015312317536086862,-0.0012121941343972615,0.00024696287323303903,0.00079644817029993567,0.00029189062453735889,0.0001543916730691972,0.0005652708463541494,0.00027665726401010867,-0.00071603171022902772,0.00027459603654726575,0.00010089991735177356,0.00020243363117627782,-0.00016683034700389721,0.0004457061590539815,-0.00024730985524708455,0.00088354811982642402,0.00021722070682640821,0.00024059092424620469,0.00013262513825135338,0.00020268089558508852,-0.00010655241840483815,0.00018122747541116779,0.00021604630985368504,-0.001776514122868729,0.00014525369966127889,4.3360937484586649e-05,-7.2446383226370644e-05,-0.0010504172439769527,-0.00069490809121316457,7.8145253040147813e-05,-0.00023622680686091613,0.00065275847794740651,0.00049050022067685444,0.0003566480985506036,-0.00042776376737460391,-1.9804912637779885e-05,0.00012127349056617896,0.00013427780233602293,0.0017470486178554302,-3.7118591335203629e-05,-0.00031074503519003033,-0.00035462139681940866,7.8447847708949236e-06,0.00037288071478624942,0.00014873660422592088,0.00056364890567270679,0.0001868560894309995,0.00028477780897811773,-7.2449986746566452e-05,0.0011349095704208845,0.00020476606950345729,0.00018182057324402833,-0.00098983520050900512,0.00022708775588165192,-0.00042938674181996952,-0.00065952470907863141,0.0011414441723482133,-0.0006056802603576477,0.0025755395698148272,-0.00095692933845882859,-0.0027797575923758991,-0.0023831084111390617,-0.0011066533054160067,-0.00012941493100646225,0.00055681469964672335,5.4949078364651552e-05,-5.9917902335482635e-05,0.00036705318621663781,-0.00011151151900479301,0.00014490349955895499,0.00027021060507192052,-0.0008523932175705124,0.00012095909820179903,-0.00020775603865996945,-0.00013923277831060443,0.0018330181279532919,-0.00075131230356745467,0.00078356656622388643,-0.00021775102301952186,-0.0018373682217195063,-9.8900581229788005e-05,-0.00082592393557734216,-0.00011151151900479301
20000111.0,0.00062280621969781241,0.011002616113317232,0.00042016790288549628,0.016216037416301159,0.00012228059670505378,0.00020889271862455842,9.6232829543926711e-05,0.00016685130222108359,-0.00012684718720482123,-0.00051138405426382968,0.00010775652245555666,-9.8634423386769631e-05,-0.00013142954751527641,0.00013002336595699675,-0.00010389739471756431,-0.00027847101247006456,0.00051904391880798993,-9.7938030054265063e-05,-0.00019549130865167429,0.00027492745548053535,0.00012008695832998729,-0.00038125453894728278,0.00093059216083178913,-0.00018297010896549412,-0.00014984483495075079,0.0015154477198486319,0.00012541863726846608,-0.001376846558741919,0.00014757987469514835,0.00044141984940743487,9.4789459678047461e-05,-0.00024311025539883825,-0.00087569054982411683,-9.1628683609909129e-06,4.4440239412844884e-05,4.3543602583427912e-05,3.5273442820353573e-06,-0.00011442369199799746,-5.0771349850307055e-05,-8.099363175493198e-05,0.00052763034580815909,6.1125492466192197e-05,-8.8801371296868758e-05,-0.00067503371079222132,-8.9447833782153217e-06,-9.8082907931255122e-05,-0.00023574906698105159,-0.00013392888639644415,0.001040749601539379,-0.00037196199392308644,-0.00018738490988721556,0.00015418873071887832,0.00043722002947625194,4.9853774496215871e-05,0.00019024882167753532,7.6389039279345242e-05,-0.00011021259468468535,-0.00027179306491402797,6.0439538506412017e-05,-2.3943602588316381e-06,-0.00015102301645118695,7.2527921604831965e-06,0.00025014397550733797,-0.00042908447565987947,-0.0017464964530422178,-0.0001236099838093443,-0.00097113094481581386,-5.346933505349451e-05,0.00027182712630324774,-0.00013725191785917364,-3.3175463587177018e-06,-0.00017825228315522054,1.0409398227379341e-05,0.0015571978559332858,0.00046419370600516026,0.00090433242285946455,0.0009166316929763935,-0.00048884087970587459,-0.00013127866214429984,-0.0020393138182305602,0.0005478260703349403,-0.0014514686755133324,-0.0016304667961468311,-1.1159050000534892e-05,0.00021537594691675452,0.00033704468428687412,0.00013506683591993243,0.0011747171840619504,0.00012985919093890725,3.9100110326291006e-05,0.00034277958100177499,-0.00085341102176320017,0.00080846492109433823,-0.00046341525119693148,0.0014859386669782799,0.0010112749233039634,0.0018488774893474923,-0.00020196162452292877,-0.00065599615632681331,4.0361972010924253e-05,-0.0017533253333014689,0.00042559037425933343,0.00069500110480828119,3.9100110326291006e-05
20000112.0,0.007556940378910121,0.018531145860142484,0.00035457613686182472,0.017497116452474828,0.00016159842211889915,-0.00023940480343585195,0.0005750829132592282,-0.00065456942801977286,0.00017218894281855509,8.6773639647651229e-05,5.7907376661068898e-05,4.8845621268844045e-05,0.00039424693561822938,-6.9921763102436028e-05,-8.4450024973054054e-05,-0.00012816656053135848,-0.00048403694059089253,0.00023781501771275439,8.4783222568898497e-05,9.0129724288096394e-05,-0.00023335180136649481,-0.00057598582198335573,0.00037258050842497851,1.7335283505593265e-05,-0.00026575155759072028,0.00013647180587110481,0.00014059169463056113,-9.2463183192496206e-06,0.00031230040301026318,0.0010651551050675466,0.00019744788432993812,0.0009956677407347886,-0.00028648398235562916,-6.9943380777647942e-05,0.00011647397014759929,-9.8210413967711154e-05,0.00072311775093135584,-2.3256411254671016e-05,-0.00019200999417591866,8.128521863555777e-05,0.00052625543982851909,0.00015364079932565783,-7.1544010117844338e-05,0.00013440286903868275,0.00062053336653017973,0.00011202598731225935,-0.00028066285623833386,-0.00040079768752915887,7.6825514372954993e-05,0.00029003905731452419,0.0001801524525578144,-9.3718107364793962e-05,6.4945087674020207e-05,4.1228242090795163e-05,0.00020501908042104653,0.00046655593744774807,0.00017232682345847517,-0.00025017381937840965,-0.00011037850232225121,0.0011749802533939451,-0.00035362515127658684,-0.00031193405877004372,0.00039552189901760312,-2.001181336798979e-05,3.6836079037540108e-05,8.1458279646005983e-05,0.00014934458249196334,-0.0001144926890907386,0.00011815194567538475,-0.00024659697063621173,4.5274899734914211e-05,-0.00034238332633613713,2.3663489475942183e-05,-0.00069314488596218808,0.00048139525253841642,0.00019067482695047153,0.00086662373148766575,0.00018633985859670525,-0.0017501648499714832,-0.0015004844266212881,-0.0011614764943910652,-0.00047570815523033757,0.0016955955154551927,-0.00010749440073140082,-7.1492799374195512e-05,3.781453986817933e-05,-0.00019735460886669104,-0.0001396304702042389,-0.00043929621012239674,-0.00027465631575466782,3.8656916384576746e-05,0.0016664181995507637,-0.00041391014014581485,-0.00011389627346981971,-0.002131303154332916,0.00073055044876351881,0.00040400580484215086,-0.00012931801631166386,0.00042400918284217276,-0.00084114903553137062,-0.00053296808193421211,0.00017994429661087025,-0.000159391015610604,-0.00027465631575466782
20000113.0,0.0066926887178596376,0.025201537964440832,0.00045046831302433506,-0.0078638554189684653,0.00061545300301329227,8.8609215099221981e-05,0.00033144144160707168,-0.0016679400721044261,0.00023809071591619546,0.00040170407886288228,0.00031369329128220575,0.00028246544878848443,0.00028500206970254259,0.00019122465379666154,4.9594866928870806e-05,0.00041792563168683769,-6.6896666664807815e-06,-4.7143004743285177e-05,-0.00016150892629288217,0.00029259586740611123,0.00022099566032229484,-0.00023245115911278361,0.00024959234869455818,0.00035446561946710531,-0.00066589682341025255,0.00025607769457526575,5.7718535866583791e-05,0.00023826139813304381,0.00094257074058487684,0.00020979287937956316,0.00031131668144824089,0.00038884328039269744,0.00055643934423498626,0.00039052334225613076,0.00035120470814106465,-0.00017536195372600601,0.00033239007140531299,0.00011073694525925718,-0.00021639917848518501,0.00032452337831772552,0.00012442665489314928,-0.0002115531886579499,0.00020433653897560501,-0.00099753768725091519,4.2937451155171739e-05,0.00023387135498754123,0.00014077287291356747,0.00024751335800844547,0.00026673475148605407,0.00086949757521279254,0.00043782554788879551,0.00036840314561495261,0.00051072290146774054,0.00040693045543315799,-0.00022400367929615249,0.00039097478120168503,0.00041880561984230862,0.00024884752381984651,0.00040322083702110892,0.00053242436844292405,4.2579215999377455e-06,0.00028022529305865693,-0.00013276822988964471,0.0001446620405980113,0.00035025836776550511,0.00027554236382550736,0.00027361136934125712,0.00033841889847358204,-0.0002789217742660449,0.00053805264024929826,-0.00049453415026260784,-0.00010237493368190506,0.00042424133691959081,-0.00070152177677254199,0.0011013166781482881,0.00015182176870141622,0.00019800772525004607,-0.00069248565875472661,3.0515168596423692e-06,0.00031503523069444003,-0.0038900346706436054,-0.0017348225077515119,-0.0015416334102957669,0.00024588649130793646,0.00044078062310993951,0.00026050957816075009,-0.0004674154779241898,0.00049988232840492489,-0.00022743711026323744,-0.00016206805201968746,0.00023648605550672126,0.00022533389350598424,-0.00077573598218527826,2.5594328810320201e-06,-0.00049559267990821078,0.00019505299182186783,-0.00057944561414810059,0.00089353738805013566,-0.004020137346199641,-0.00025647809743948154,-0.00049927834960498019,0.00029626418182563519,-0.00087929732166228917,-0.00016206805201968746
20000114.0,-0.0068025249816853978,0.018375770343968399,0.00053523053662366752,-0.014375603948939122,0.00023922845920769609,0.00026682576278479967,-8.6638705646830877e-06,-0.0003497961521857823,0.00024306029955885249,-8.8798263488446013e-05,0.00039668144658310282,0.00048579477696611276,0.00020749051088944241,0.00012152624733244717,0.00024784118588631253,0.00028428381262034783,0.00021874079885031889,0.00036566056354996827,-0.0010265303197035986,-2.4461930187428644e-05,0.00022825935281224066,-0.0015950820417965357,0.00017979517131763842,0.00098548420144795967,0.00068408578299872333,0.0013987421599895781,-0.0010292578416430383,-0.00063514501513105585,0.00033759558173493474,-0.00056132835381350415,0.0007172023239025117,0.00024421257264143741,0.00033343087717914238,0.00039414350915356741,0.00026208263026344925,-0.00027008845142328063,0.00058237664673760586,0.00023392011889984416,0.00016818325995565485,0.00039751988534374475,0.00030641558245369783,0.00041197645217415629,0.00011804789146235079,-0.0010201315212024229,4.5508779694178008e-05,-8.0731213389343125e-05,0.0005673902001237653,0.0011346011493068558,0.0010142527488370564,0.00086684259339875553,-0.0003311713385881399,0.0013695207719392317,-6.739542312117868e-05,0.00025451130289806407,-0.00018747571732581874,-0.001981405933893972,9.486531020582188e-05,9.1767417676241105e-05,0.00010066138601495513,7.3772858200423945e-05,0.00038477958831635361,-8.1766905374135298e-05,-0.00010715269503209354,0.00018817699078490282,-0.00081324901073873579,0.00021976882462800207,0.0020912791835577733,0.00036854491864682707,-0.0002728913798238071,-0.00021379419344792961,0.0010120389445245669,-0.0015026422654348477,0.00011023119636249255,-0.0011409764855499316,0.00042920673647367513,1.104615640381861e-05,-0.00017325682444279338,-0.0017854577940155723,-0.00052515783216294538,5.3227148113551477e-06,-0.0011472171233401958,-0.00023647613444635938,9.2187806643565559e-07,-0.00053466329910383274,0.00063243916866780655,-0.00021938386296048784,0.00018653042764925167,0.00036361340550743274,0.0003179384203701241,-0.00033945761828415926,0.00028581364472867805,0.0012099615238005958,-0.00012094254810913469,0.00025031406965562856,-4.408888014419303e-05,0.00016684723545069534,0.0011212428631145808,-0.0012756454045095478,-0.0021749102340360088,-0.00020447097795864787,-0.0038975097163212857,0.00034649344587552326,-0.00073820775099823197,-0.00033945761828415926
20000118.0,0.001406558214597962,0.019781340282164443,0.00047331025600369075,0.0047645387620386054,-0.0019453814016944411,8.7799459006467442e-05,-9.6268495683483077e-05,-0.00043951678403361417,-2.1132529075388708e-05,-0.00017587598457638074,3.1804246393521752e-05,-0.00013539286698071814,0.0002106397735631855,-0.00012283721825036796,-0.00013599932415675264,-0.00032357287840748233,0.00056785914728117812,0.00020362200832445726,0.00031610337190040227,-6.8475532607557434e-05,-0.00010906986181801278,-0.00022904460688114906,-0.00056961920400465361,-0.00030950516555905628,-0.00012647196625405584,-0.00031231193514030375,-4.6919129200387757e-05,-0.001234990786928692,-0.00021246573809141585,0.00040237993429894205,0.00056506825889656126,2.7729864002775156e-05,0.00090293403406274772,0.0006273789026560152,-0.00028921527857739011,0.00047342696552309913,0.00040269639337556397,-0.00035128118757039091,-0.00064330188789339573,-0.00027389696128377527,-0.00030920262209465987,0.00037521518577442821,-0.00047996961384427815,-0.00077276990740002467,0.00054324476875999101,0.00041609528388167035,0.0011370998035803797,0.000314558552987633,-0.0010992688295153423,0.00038251454501868272,5.7723235830948956e-05,0.00044962126970186998,-0.00016912190353891122,-0.0003044865439765014,0.00028918791516752509,-0.00043603684668573454,-0.00033740615157982416,-8.7340608784187518e-05,-2.6603369741357912e-05,0.00065583084245926255,0.00019914998629902122,0.00041921565222680063,-0.00043398396132123332,0.00035083816963654523,-0.00043585395497628277,-0.00011898092581370335,0.0017731504057983626,-0.00019200058626790145,-0.00053257162123078418,-0.00031586990835363188,0.00088066225131665384,4.7971377967189189e-05,-0.0001711204676816539,0.0020442345045273125,-0.0010557624998420194,0.00043280296921546709,0.00011445737229218768,-0.0010370384714690644,0.00039660354219838773,-0.00010743521064828545,-0.00044906158020103972,-0.00027679466544952433,0.001773694204282352,-0.00032271916918062346,0.00014814719192961516,0.0011008319066192736,-0.00014375640455355622,0.00062221529387744643,0.00011685720800556031,0.00071501087929919268,0.00049447920216975374,-0.00098379476731342533,3.8999558793113964e-05,-8.4052984903749853e-05,0.00014551295450577996,-0.00046678205315113177,9.1142369996372925e-05,-0.0018241578477292577,-0.0022193262056060632,0.0001390301440188279,0.0010749855485743679,0.00050273071794842603,-0.00018694113960194417,0.00071501087929919268
